ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
73049,"Catherine Ellen ""Kate"" MacKenzie",F,33.0,178.0,75.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,
73095,Craig MacLean,M,29.0,174.0,87.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Sprint,
73095,Craig MacLean,M,29.0,174.0,87.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Team Sprint,Silver
73095,Craig MacLean,M,33.0,174.0,87.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's 1,000 metres Time Trial",
73095,Craig MacLean,M,33.0,174.0,87.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Team Sprint,
73110,Moira Macleod,F,30.0,165.0,63.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Women's Hockey,
73180,"Christopher Lloyd ""Chris"" Maddocks",M,31.0,176.0,67.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 20 kilometres Walk,
73180,"Christopher Lloyd ""Chris"" Maddocks",M,35.0,176.0,67.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 20 kilometres Walk,
73180,"Christopher Lloyd ""Chris"" Maddocks",M,43.0,176.0,67.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 50 kilometres Walk,
73183,Keri Maddox,F,28.0,172.0,63.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 400 metres Hurdles,
